11,S,1,Y,1
12,S,1,Y,1
13,C,3,Y,1
13,C,3,Y,1
13,C,7,N,0
13,H,3,N,0
13,H,3,N,0
13,H,3,N,0
13,S,1,Y,1
14,S,1,Y,1
